businessName,phoneNumber,streetaddress,city,state,zipcode,country,address,longitude,latitude,imageUrls,websiteUrl,category,keyword
Kaarma Indian Cuisine,(814) 238-8141,120 E Beaver Ave,State College,Pennsylvania,16801,United States,"120 E Beaver Ave,State College,Centre County,Pennsylvania,16801,United States",40.7937273,-77.8596902,"{""https://drive.google.com/file/d/133-FJbZuN6YhMri5ijiQb1nSbnct76hC/view?usp=drivesdk"",""https://drive.google.com/file/d/1udBatUuaVWh5jzcRM9AHjkEr60mLCHOo/view?usp=drivesdk"",""https://drive.google.com/file/d/1wX_7DCmzMzDT8mR7yQDN1mMs79DlV76P/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Sri sai Indian Food & Groceries,(412) 833-5214,1782 N Highland Rd,Pittsburgh,Pennsylvania,15241,United States,"1782 N Highland Rd,Pittsburgh,Allegheny County,Pennsylvania,15241,United States",40.3492462,-80.0523698,"{""https://drive.google.com/file/d/1tqSKhcNoEnPjKh57JKkHrPLQO17WSsHa/view?usp=drivesdk"",""https://drive.google.com/file/d/1BXdNLLuZ6IVV0EGEoehcjW8tI9h7bmIa/view?usp=drivesdk"",""https://drive.google.com/file/d/1TAT8NUnh5WK_fZ0fkwW3iBOGfNAiI3f6/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Apna Punjab Indian Grocery Store,(516) 416-1699,3829 Nazareth Pike,Bethlehem,Pennsylvania,18020,United States,"3829 Nazareth Pike,Bethlehem,Northampton County,Pennsylvania,18020,United States",40.6740802,-75.3471922,"{""https://drive.google.com/file/d/1bp-7C-5hNwE5B-9TOlJWTOgz6gWtQPmg/view?usp=drivesdk"",""https://drive.google.com/file/d/1tWUvSjSqSXfXffZj6zdA2RhHnZomQ3y8/view?usp=drivesdk"",""https://drive.google.com/file/d/1I1ToMPgRIgPLADcMhI6WqSyYwsuel0ez/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Himalayan Indian Grocery & Food,(610) 524-3100,29 Marchwood Rd,Exton,Pennsylvania,19341,United States,"29 Marchwood Rd,Exton,Chester County,Pennsylvania,19341,United States",40.04874684,-75.63775516,"{""https://drive.google.com/file/d/1ZM4PDQKJi9xftcVP6587vUr1E5CXFXib/view?usp=drivesdk"",""https://drive.google.com/file/d/1fxYj_yyl0ixRwxOSSmXvsWq47bq1V3Eb/view?usp=drivesdk"",""https://drive.google.com/file/d/1hJaUlzvZX7YOCsUsWwPRs9VIVyCdwz3F/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Krishan Indian Grocery Store,(814) 237-4118,230 E College Ave,State College,Pennsylvania,16801,United States,"230 E College Ave,State College,Centre County,Pennsylvania,16801,United States",33.60564882,-95.04762541,"{""https://drive.google.com/file/d/1AogfmIKKhuQ_48uMwEMGc2IVMWI_APzr/view?usp=drivesdk"",""https://drive.google.com/file/d/1JD8E-Rk17eT0UDihEA-6-khHkHCtnu0c/view?usp=drivesdk"",""https://drive.google.com/file/d/1EiD49ZDPOjSflgbKxswOKO7OiYRS-54j/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Indiana Mini Market,(215) 223-1035,2066 W Indiana Ave,Philadelphia,Pennsylvania,19132,United States,"2066 W Indiana Ave,Philadelphia,Philadelphia County,Pennsylvania,19132,United States",39.9998511,-75.16488625,"{""https://drive.google.com/file/d/15NA2Xd6XA83kOgvu_NFWAednVBrHt3X_/view?usp=drivesdk"",""https://drive.google.com/file/d/1E8hLkKWAAAyopU3aJytzJ5GwZhz6znUG/view?usp=drivesdk"",""https://drive.google.com/file/d/1ZyTNBjuQ4dRwERLYwvgbin2e1OpnM4hW/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Bombay Food Market,(412) 687-7100,4605 Centre Ave,Pittsburgh,Pennsylvania,15213,United States,"4605 Centre Ave,Pittsburgh,Allegheny County,Pennsylvania,15213,United States",40.45216745,-79.95180321,"{""https://drive.google.com/file/d/1mbGBbdOaHdGu8jNFTUdpmE6wnRu57gN1/view?usp=drivesdk"",""https://drive.google.com/file/d/13rPw_wZGdTsaKjAHF-yV_ookxx9y4Nnh/view?usp=drivesdk"",""https://drive.google.com/file/d/1BXdNLLuZ6IVV0EGEoehcjW8tI9h7bmIa/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Yandel Food Market,(215) 660-9542,601 N 55th St,Philadelphia,Pennsylvania,19131,United States,"601 N 55th St,Philadelphia,Philadelphia County,Pennsylvania,19131,United States",38.605686,-90.097276,"{""https://drive.google.com/file/d/1QidLP-MlowOP9DQiOV2cGQuDRgDsqUTw/view?usp=drivesdk"",""https://drive.google.com/file/d/1iK_kUTXxC6VVZ-MNOQq3L38mumpm5YSC/view?usp=drivesdk"",""https://drive.google.com/file/d/1tWUvSjSqSXfXffZj6zdA2RhHnZomQ3y8/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Sabgi Mandi Indian Grocery Store,(570) 270-4755,493 Johnson St,Wilkes Barre,Pennsylvania,18702,United States,"493 Johnson St,Wilkes Barre,Luzerne County,Pennsylvania,18702,United States",41.60285671,-87.35562005,"{""https://drive.google.com/file/d/1rNKRyyIz32RMGXckpI9TudTt5-PM-NOP/view?usp=drivesdk"",""https://drive.google.com/file/d/1E7ODAWZEFZhM1GML-CPT0MWuWiE60Wfe/view?usp=drivesdk"",""https://drive.google.com/file/d/1fxYj_yyl0ixRwxOSSmXvsWq47bq1V3Eb/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Tims West Indian Grocery,(484) 461-3080,159 S 69th St,Upper Darby,Pennsylvania,19082,United States,"159 S 69th St,Upper Darby,Delaware County,Pennsylvania,19082,United States",43.03096139,-87.99875809,"{""https://drive.google.com/file/d/1LBodwwXUgjxNZFoU4CxmmusWUkjtBZkI/view?usp=drivesdk"",""https://drive.google.com/file/d/147Fhpm73RIn3r4UjTQkbne0Vv44VkUMa/view?usp=drivesdk"",""https://drive.google.com/file/d/1JD8E-Rk17eT0UDihEA-6-khHkHCtnu0c/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
INDIAN GROCER - SUBZI MANDI,(610) 853-2420,8400 W Chester Pike,Upper Darby,Pennsylvania,19082,United States,"8400 W Chester Pike,Upper Darby,Delaware County,Pennsylvania,19082,United States",39.9660337,-75.28219414,"{""https://drive.google.com/file/d/1d4p1SyKY1CGgYjywYcnLRrNLBGH2BbNy/view?usp=drivesdk"",""https://drive.google.com/file/d/1qRvbf-F_4rtAL7GVfj6-E5PsPNyrKgHn/view?usp=drivesdk"",""https://drive.google.com/file/d/1E8hLkKWAAAyopU3aJytzJ5GwZhz6znUG/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Pallika Bazaar,(484) 237-8920,131 E Lancaster Ave,Downingtown,Pennsylvania,19335,United States,"131 E Lancaster Ave,Downingtown,Chester County,Pennsylvania,19335,United States",40.39654367,-96.92231353,"{""https://drive.google.com/file/d/1eub7dj4BDNmmFUanVNP4cf04oA2pvRpt/view?usp=drivesdk"",""https://drive.google.com/file/d/1TAT8NUnh5WK_fZ0fkwW3iBOGfNAiI3f6/view?usp=drivesdk"",""https://drive.google.com/file/d/1iK_kUTXxC6VVZ-MNOQq3L38mumpm5YSC/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Bhavani Food Market,(610) 363-9030,402 W Lincoln Hwy,Exton,Pennsylvania,19341,United States,"402 W Lincoln Hwy,Exton,Chester County,Pennsylvania,19341,United States",41.5161191,-87.97536286,"{""https://drive.google.com/file/d/1TmRN8YbS2qr1RYkJCti6mCtMsSSUIY5J/view?usp=drivesdk"",""https://drive.google.com/file/d/1I1ToMPgRIgPLADcMhI6WqSyYwsuel0ez/view?usp=drivesdk"",""https://drive.google.com/file/d/1E7ODAWZEFZhM1GML-CPT0MWuWiE60Wfe/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Taza Cafe,(610) 419-1723,3650 Nazareth Pike,Bethlehem,Pennsylvania,18020,United States,"3650 Nazareth Pike,Bethlehem,Northampton County,Pennsylvania,18020,United States",40.6710901,-75.3460243,"{""https://drive.google.com/file/d/1ouC91XroqSSKBDe_HOkPt6HCXwIXT_Hl/view?usp=drivesdk"",""https://drive.google.com/file/d/1hJaUlzvZX7YOCsUsWwPRs9VIVyCdwz3F/view?usp=drivesdk"",""https://drive.google.com/file/d/147Fhpm73RIn3r4UjTQkbne0Vv44VkUMa/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Indian Bazaar Roman,(610) 443-3110,331 Grape St,Whitehall,Pennsylvania,18052,United States,"331 Grape St,Whitehall,Allegheny County,Pennsylvania,18052,United States",32.72607484,-117.1617344,"{""https://drive.google.com/file/d/1mBqwqYWk41zn47QHUWxBMptCnVBDJGtA/view?usp=drivesdk"",""https://drive.google.com/file/d/1ZyTNBjuQ4dRwERLYwvgbin2e1OpnM4hW/view?usp=drivesdk"",""https://drive.google.com/file/d/1pcdWu2mD7y3bTXnDNUDgiWJLByihPbDd/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Apna Bazar Cash and Carrier,(267) 523-5102,2631 Street Rd,Bensalem,Pennsylvania,19020,United States,"2631 Street Rd,Bensalem,Bucks County,Pennsylvania,19020,United States",40.1095731,-74.9508754,"{""https://drive.google.com/file/d/14LbE_aT7EZjvENWsseOrAEMnmyeuIdwS/view?usp=drivesdk"",""https://drive.google.com/file/d/1BXdNLLuZ6IVV0EGEoehcjW8tI9h7bmIa/view?usp=drivesdk"",""https://drive.google.com/file/d/1TAT8NUnh5WK_fZ0fkwW3iBOGfNAiI3f6/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Athulya Indian Supermarket Inc,(215) 437-9525,9257 Roosevelt Blvd,Philadelphia,Pennsylvania,19114,United States,"9257 Roosevelt Blvd,Philadelphia,Philadelphia County,Pennsylvania,19114,United States",40.07711729,-75.0327985,"{""https://drive.google.com/file/d/1cLOwgp-AD3k0_gWnYtqZQRvlSEV05BHO/view?usp=drivesdk"",""https://drive.google.com/file/d/1tWUvSjSqSXfXffZj6zdA2RhHnZomQ3y8/view?usp=drivesdk"",""https://drive.google.com/file/d/1I1ToMPgRIgPLADcMhI6WqSyYwsuel0ez/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Apka Bazar,(215) 997-3990,1150 Bethlehem Pike,Hatfield,Pennsylvania,19440,United States,"1150 Bethlehem Pike,Hatfield,Hertfordshire,Pennsylvania,19440,United States",40.37633743,-75.31386224,"{""https://drive.google.com/file/d/1KCpCLkbgblWVhs1dzBtCYSAfct2l5nC_/view?usp=drivesdk"",""https://drive.google.com/file/d/1TAT8NUnh5WK_fZ0fkwW3iBOGfNAiI3f6/view?usp=drivesdk"",""https://drive.google.com/file/d/1hJaUlzvZX7YOCsUsWwPRs9VIVyCdwz3F/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Kathmandu Groceries,(717) 836-7618,6110 Derry St,Harrisburg,Pennsylvania,17111,United States,"6110 Derry St,Harrisburg,Dauphin County,Pennsylvania,17111,United States",40.2639955,-76.78177402,"{""https://drive.google.com/file/d/1PZ1-4Ay1I2QpMf2n6Klx4PJ97AeiQMbW/view?usp=drivesdk"",""https://drive.google.com/file/d/1I1ToMPgRIgPLADcMhI6WqSyYwsuel0ez/view?usp=drivesdk"",""https://drive.google.com/file/d/1EiD49ZDPOjSflgbKxswOKO7OiYRS-54j/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Ruchira,(610) 564-5109,208 Carter Drive,West Chester,Pennsylvania,19382,United States,"208 Carter Drive,West Chester,Chester County,Pennsylvania,19382,United States",39.9489762,-75.5879182,"{""https://drive.google.com/file/d/1Q8Sxf9UDKmoDLCmPwMj9kjXKip4WQLHU/view?usp=drivesdk"",""https://drive.google.com/file/d/1BuNYq1s1IVSjUhq-R3136fGPyZl_Tr5e/view?usp=drivesdk"",""https://drive.google.com/file/d/1ZyTNBjuQ4dRwERLYwvgbin2e1OpnM4hW/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Penn halal grocery,(717) 592-8484,236 E Calder Way,State College,Pennsylvania,16801,United States,"236 E Calder Way,State College,Centre County,Pennsylvania,16801,United States",40.7955043,-77.8589961,"{""https://drive.google.com/file/d/11ke-tEXeQgYxJcvDOOn5DvcmPiC7hwnU/view?usp=drivesdk"",""https://drive.google.com/file/d/1TYTLKjKaXH4s4lpUTzqyoQSCnSrH3SO4/view?usp=drivesdk"",""https://drive.google.com/file/d/1BXdNLLuZ6IVV0EGEoehcjW8tI9h7bmIa/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
G & K Bazar Nepali Grocery Store,(717) 695-3874,"346 E Penn Dr,",Mechanicsburg,Pennsylvania,17050,United States,"346 E Penn Dr,,Mechanicsburg,Cumberland County,Pennsylvania,17050,United States",40.28676497,-76.94531187,"{""https://drive.google.com/file/d/1eXDz-7IFcluPlmWmVtxIkROsK3DYE3sA/view?usp=drivesdk"",""https://drive.google.com/file/d/1E7ODAWZEFZhM1GML-CPT0MWuWiE60Wfe/view?usp=drivesdk"",""https://drive.google.com/file/d/1tWUvSjSqSXfXffZj6zdA2RhHnZomQ3y8/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
India Groceries & Fashions,(717) 236-7345,2650 Walnut St,Harrisburg,Pennsylvania,17103,United States,"2650 Walnut St,Harrisburg,Dauphin County,Pennsylvania,17103,United States",35.42240657,-94.40116001,"{""https://drive.google.com/file/d/1PPi_AvL85S0EBxaiLU2G9t1AK-Cg8ZyN/view?usp=drivesdk"",""https://drive.google.com/file/d/147Fhpm73RIn3r4UjTQkbne0Vv44VkUMa/view?usp=drivesdk"",""https://drive.google.com/file/d/1TAT8NUnh5WK_fZ0fkwW3iBOGfNAiI3f6/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Castor Discount,(215) 728-6266,8011 Castor Ave,Philadelphia,Pennsylvania,19152,United States,"8011 Castor Ave,Philadelphia,Philadelphia County,Pennsylvania,19152,United States",40.06202265,-75.05547625,"{""https://drive.google.com/file/d/1xv999tjpvckt6WOK0hcl1Ho19tdUdFqo/view?usp=drivesdk"",""https://drive.google.com/file/d/1qRvbf-F_4rtAL7GVfj6-E5PsPNyrKgHn/view?usp=drivesdk"",""https://drive.google.com/file/d/1I1ToMPgRIgPLADcMhI6WqSyYwsuel0ez/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Shop'n Drive,(717) 652-2126,3050 Canby St,Harrisburg,Pennsylvania,17103,United States,"3050 Canby St,Harrisburg,Dauphin County,Pennsylvania,17103,United States",40.27780637,-76.8422272,"{""https://drive.google.com/file/d/1ucvT7r3eMVqMRnYa7rYsHOPgQeu_4s9l/view?usp=drivesdk"",""https://drive.google.com/file/d/1I1ToMPgRIgPLADcMhI6WqSyYwsuel0ez/view?usp=drivesdk"",""https://drive.google.com/file/d/1hJaUlzvZX7YOCsUsWwPRs9VIVyCdwz3F/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Classic Mini Mart,(215) 744-9139,915 Levick St,Philadelphia,Pennsylvania,19111,United States,"915 Levick St,Philadelphia,Philadelphia County,Pennsylvania,19111,United States",40.0452882,-75.086902,"{""https://drive.google.com/file/d/1Y78US6h_2Vu7roFv_a742k5s2t-wWnYk/view?usp=drivesdk"",""https://drive.google.com/file/d/1hJaUlzvZX7YOCsUsWwPRs9VIVyCdwz3F/view?usp=drivesdk"",""https://drive.google.com/file/d/1EiD49ZDPOjSflgbKxswOKO7OiYRS-54j/view?usp=drivesdk""}",,Grocery,"{""Indian grocery"", "" Kirina dukan"", "" genral store"", "" smart bazar"", "" maggie"", "" ration ki dukan""}"
Indian Valley Animal Hospital,(215) 723-3971,749A Route 113,Souderton,Pennsylvania,18964,United States,"749A Route 113,Souderton,Montgomery County,Pennsylvania,18964,United States",49.2154921,-76.89251845,"{""https://drive.google.com/file/d/1c5GlAxfBNkvtaBrWgBlOsRX4xk5G359l/view?usp=drivesdk"",""https://drive.google.com/file/d/1mS-9RWyrakK1d8EmGNE82-Lc44eni4aM/view?usp=drivesdk"",""https://drive.google.com/file/d/1ZbT64t2YLEYr_a2F0i4MBrUO0E1LMKUp/view?usp=drivesdk""}",,Hospital,"{""Hospital"", "" mediacal"", "" chemist"", "" dawa shop"", "" dawa ki dukan""}"
Indian Walk Veterinary Center PC,(215) 598-9000,662 Durham Rd,Newtown,Pennsylvania,18940,United States,"662 Durham Rd,Newtown,Western Connecticut Planning Region,Pennsylvania,18940,United States",45.63635576,-62.84385368,"{""https://drive.google.com/file/d/1zz3QmKOK_Fcm3cPuYTqz3bOkg2d2sxJz/view?usp=drivesdk"",""https://drive.google.com/file/d/1cuywL8RXU5R9eCa7VCKYFDGWGFuPNtXQ/view?usp=drivesdk"",""https://drive.google.com/file/d/1u_GNP7SSroB0sGzxW1fRS0c0ab7_kqsx/view?usp=drivesdk""}",,Hospital,"{""Hospital"", "" mediacal"", "" chemist"", "" dawa shop"", "" dawa ki dukan""}"
Indian Springs Veterinary Clinic,(724) 463-3549,1540 Indian Springs Rd,Indiana,Pennsylvania,15701,United States,"1540 Indian Springs Rd,Indiana,Indiana County,Pennsylvania,15701,United States",41.635061,-74.2886849,"{""https://drive.google.com/file/d/1jfbVe9_Z3ZSmtWt_pWHZyQotTM9v6yHa/view?usp=drivesdk"",""https://drive.google.com/file/d/1aAhoF75IeAfzAW5eTn2Bxqgm8oIEsVyk/view?usp=drivesdk"",""https://drive.google.com/file/d/15ZELwOpzuFJjpjjjpUEx4yBUNIdCEJ_i/view?usp=drivesdk""}",,Hospital,"{""Hospital"", "" mediacal"", "" chemist"", "" dawa shop"", "" dawa ki dukan""}"
Indiana Hospital,(814) 446-9944,238 Indiana St,Seward,Pennsylvania,15954,United States,"238 Indiana St,Seward,Seward County,Pennsylvania,15954,United States",41.91072453,-88.31532965,"{""https://drive.google.com/file/d/13DOTDgBpHWYf9ektgOnugN_A088aruPf/view?usp=drivesdk"",""https://drive.google.com/file/d/1SMinIScF1QFmDWrQ__6W-PbDWE2WHAyG/view?usp=drivesdk"",""https://drive.google.com/file/d/1jfbVe9_Z3ZSmtWt_pWHZyQotTM9v6yHa/view?usp=drivesdk""}",,Hospital,"{""Hospital"", "" mediacal"", "" chemist"", "" dawa shop"", "" dawa ki dukan""}"
Indio's Auto Parts and Center INC,https://indiosauto.com/,4300 N 5th St,Philadelphia,Pennsylvania,19140,United States,"4300 N 5th St,Philadelphia,Philadelphia County,Pennsylvania,19140,United States",26.241369,-98.218499,"{""https://drive.google.com/file/d/1LU5n8ljh39mZQFTzTd214y6YzptWqzE8/view?usp=drivesdk"",""https://drive.google.com/file/d/1tIzalmpBjnvEKATvCHmTZQoBR7icov7q/view?usp=drivesdk"",""https://drive.google.com/file/d/1rL_ew5_9PwO9l_qookSVyx3OqRt9vvKC/view?usp=drivesdk""}",https://indiosauto.com/,Auto repair,"{""Auto repair"", "" bike repair"", "" near me bike repair"", "" near me car repair"", "" near me truck repair"", "" repair"", "" Indian repair"", "" Indian mechanic"", "" truck"", "" bike"", "" car"", "" Modification"", "" Garage"", "" repair shop"", "" truck wala""}"
India Restaurant,(401) 421-2600,1060 Hope St,Providence,Rhode Island,2906,United States,"1060 Hope St,Providence,Providence County,Rhode Island,2906,United States",32.66606147,-96.08990033,"{""https://drive.google.com/file/d/1e2FdSXd7vEzDc73hjXUBc-WjWDaP3Dja/view?usp=drivesdk"",""https://drive.google.com/file/d/1Ze5BfuK4-1yiZNuXM9MpL_Lt0qDbMdY-/view?usp=drivesdk"",""https://drive.google.com/file/d/1m0MyuQyYlN1-L0mnjJntAAFmY6TD6c0w/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Kabob and Curry,(401) 273-8844,261 Thayer St,Providence,Rhode Island,2906,United States,"261 Thayer St,Providence,Providence County,Rhode Island,2906,United States",39.33537639,-80.02544642,"{""https://drive.google.com/file/d/18qBHHl1qpH2H83lHDX4YSkaEjimlaYs3/view?usp=drivesdk"",""https://drive.google.com/file/d/17gRe_AuNM4AchLOhM0K8D0FYNW948xuN/view?usp=drivesdk"",""https://drive.google.com/file/d/1n9zItKB4GOlUCxtPV5B83_M-ZBE97p_r/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Tadka India,(781) 696-9811,49 Providence Pl,Providence,Rhode Island,2903,United States,"49 Providence Pl,Providence,Providence County,Rhode Island,2903,United States",35.15375018,-79.41098529,"{""https://drive.google.com/file/d/1aseZ7VoBX4UbNKzhCRDLFE7Qxz4p-VG1/view?usp=drivesdk"",""https://drive.google.com/file/d/14F5OTsnE9UFBnUz8FcAeEM91tA-xTe_9/view?usp=drivesdk"",""https://drive.google.com/file/d/19qoTt4huiUSK3xRE4XEHmFvyyM3rTrBS/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
"India House, Inc.",(401) 273-8844,261 Thayer St,Providence,Rhode Island,2906,United States,"261 Thayer St,Providence,Providence County,Rhode Island,2906,United States",39.33537639,-80.02544642,"{""https://drive.google.com/file/d/1WA6MaZRDxGfPlHxgA8Zd8aoC4AD3c3Ey/view?usp=drivesdk"",""https://drive.google.com/file/d/1immRfI4LEI9RMTZluS65XBziAgPWEk2z/view?usp=drivesdk"",""https://drive.google.com/file/d/17XGDByS0R3WLQVm7yl0B8zWemg2yRFeY/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Not Just Snacks,(401) 831-1150,833 Hope St,Providence,Rhode Island,2906,United States,"833 Hope St,Providence,Providence County,Rhode Island,2906,United States",38.04270793,-81.80561199,"{""https://drive.google.com/file/d/1e4zss3zQLooK8BLRdYBsqVkkrpitWfnW/view?usp=drivesdk"",""https://drive.google.com/file/d/1XnxeoDMUZAQHdrtUcMUEmNpTAenAXRA9/view?usp=drivesdk"",""https://drive.google.com/file/d/13bDXzJ411-T8uMyhrEUtXazcOwnpYPuj/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Curry Walla Indian Cuisine,(401) 354-0090,1525 Smith St,North Providence,Rhode Island,2911,United States,"1525 Smith St,North Providence,Providence County,Rhode Island,2911,United States",44.40197895,-89.81613555,"{""https://drive.google.com/file/d/1-tOaAmdA4xH6fRp_MAoeoI_lRCoIMWx-/view?usp=drivesdk"",""https://drive.google.com/file/d/1-oRlCqjHhj5TrMrXaqYccpseNiHfGyAh/view?usp=drivesdk"",""https://drive.google.com/file/d/1X6BoWk_NkrPg1_rKGPFN4D8xXyaXr7nE/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
Dabbawala Lunch Box,(401) 349-5001,2009 Smith St,North Providence,Rhode Island,2911,United States,"2009 Smith St,North Providence,Providence County,Rhode Island,2911,United States",30.07671185,-93.75151195,"{""https://drive.google.com/file/d/1GoqPVoFHGWdWiBre32nDHPsoVbuSBRev/view?usp=drivesdk"",""https://drive.google.com/file/d/1K0xRXz1H15HiEcuGp9h0HH18wJjau4cr/view?usp=drivesdk"",""https://drive.google.com/file/d/1TFvyIE6pSVSD0iy4ecy4x-wxqNMGmw-3/view?usp=drivesdk""}",,Restaurant,"{""Indian restaurant"", "" Indian hotel"", "" Food"", "" khana kajana"", "" Dhaba"", "" Dabhha"", "" Rasoi"", "" Lunch"", "" Dinner"", "" Breakfast"", "" Meal"", "" Chai"", "" Morning breakfast"", "" Briyani"", "" Chole bhature"", "" Rajma chawal"", "" Papad"", "" Indian food""}"
