businessName,phoneNumber,streetaddress,city,state,zipcode,country,address,longitude,latitude,category,websiteUrl,Image 1,Image 2,Image 3
Standard Sweets & Spices,,1819 E Dakota Ave,Fresno,California,93726,United States,"1819 E Dakota Ave, Fresno, CA 93726, USA",36.7872228,-119.7894896,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/beautiful+grocery.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/maple+syrup%2C+honey+grocery+shelve%2C+beautiful+dramatic+lighting+inside+a+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+store+front.png
India Sweets & Spices,,3055 W Ashlan Ave,Fresno,California,93722,United States,"3055 W Ashlan Ave, Fresno, CA 93722, USA",36.7928423,-119.8456549,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/beautiful+Young+woman+shopping+in+the+frozen+food+aisle+at+a+grocery+store%2C+holding+a+grocery+item.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/modern+luxury+grocery+store%2C+realistic.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/Grocery+store+in+Israel%2C+shelves+(1).+cinematic%2C.png
Moga Mandi Indian Market And Restaurant,,5187 E Belmont Ave,Fresno,California,93727,United States,"5187 E Belmont Ave, Fresno, CA 93727, USA",36.75163,-119.718703,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/blurred+view+of+middle+grocery+aisle+of+condiments+in+a+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/People+shopping+organic+vegetables+at+grocery+store%E2%80%99s.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/Grocery+store+in+Israel%2C+shelves+(2).+cinematic%2C.png
Apna Bazar,,5627 Cesar Chavez Boulevard,Fresno,California,93727,United States,"5627 Cesar Chavez Blvd, Fresno, CA 93727, USA",36.7359276,-119.7184963,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/A+cleaner+at+work.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/Photo%2C+cleaner%2C+professional+cleaner%2C+on+a+blue+background.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/home+cleaner/Caucasian+man+uses+vacuum+cleaner+to+keep+living+space+tidy.+Man+with+vacuum+cleaner+in+hand+ensures+home+remaining+tidy+place+to+live.+Vertical+photo.png
Sanjha punjab,,2930 E Nees Ave,Fresno,California,93720,United States,"2930 E Nees Ave, Fresno, CA 93720, USA",36.8531384,-119.7316896,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/bright+white+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/person+in+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/Grocery+store+in+Israel%2C+shelves.+cinematic%2C.png
DASTAAR WALE INDIAN Grocery & TURBAN Studio,,5722 Cesar Chavez Blvd,Fresno,California,93727,United States,"5722 Cesar Chavez Blvd, Fresno, CA 93727, USA",36.7357922,-119.7185263,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/cinematic+commercial%2C+thai+local+grocery+shop+woman+owner%2C+local+style+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/photorealistic%2C+grocery+store+shopping%2C+hyper-real.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+store+inside%2C+hyper+realistic%2C+4k.png
Palka Bazaar,,2438 N Marks Ave,Fresno,California,93722,United States,"2438 N Marks Ave, Fresno, CA 93722, USA",36.7724818,-119.8437391,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/Create+a+colorful+illustration.+Visualize+a+woman+shopping+in+the+grocery+section+of+the+grocery+store_.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/Ronald+Regan+pushing+a+grocery+cart+in+a+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+store+interior%2C+warm+lighting.png
India Bazaar & Amritsari Rasoi,,3752 W Shields Ave Suite 103,Fresno,California,93722,United States,"3752 W Shields Ave Suite 103, Fresno, CA 93722, USA",36.7795474,-119.8604115,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/focused+photograph+of+the+card+used+in+a+grocery%2C+paying+for+grocery%2C+ambient+lighting%2C+daytime%2C.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/shopper+buying+grocery%2C+supermarket.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/Grocery+Store+Inventory+Stock+Photos%2C+Pictures+%26amp_+Royalty+Free+Images+Grocery+store+inventory+tablet.png
"Sahib Punjabi Bazaar (Indian Groceries,Snacks,Sweets,Spices,Indian Dress,Indian Jewellary)",,1840 Shaw Ave Suite#100,Fresno,California,93711,United States,"1840 Shaw Ave Suite#100, Clovis, CA 93611, USA",36.8073353,-119.6804395,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/fresh+produce+in+a+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/the+inside+of+a+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+store+manager+in+blue+apron+showing+employee+in+yellow+apron+items+in+grocery+aisle%2C+natural+lighting%2C+photorealism.png
Freshco Food Center,,3750 W Shields Ave,Fresno,California,93722,United States,"3750 W Shields Ave, Fresno, CA 93722, USA",36.7805328,-119.8606303,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/front+long+shot+of+child%2C+facing+camera%2C+with+grocery+cart%2C+in+produce+section+of+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/The+worlds+largest+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+store+shelves_.png
Kohinoor Indian Bazaar,,270 Shaw Ave,Fresno,California,93704,United States,"270 Shaw Ave, Fresno, CA 93704, USA",36.8088839,-119.7965491,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/futurisitic+waste+free+grocery+store+concept.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/trend+grocery+store%2C+overall+atmosphere.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+store%2C+hyper+realistic.png
R-N Market Fresno,,6670 N Cedar Ave,Fresno,California,93710,United States,"6670 N Cedar Ave, Fresno, CA 93710, USA",36.8369816,-119.7531621,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+aisles+on+the+side+in+the+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/typical+grocery+store+in+usa%2C.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/Grocery+Store%2C.png
Golden Bowl Super Market,,1221 N First St,Fresno,California,93703,United States,"1221 N First St, Fresno, CA 93703, USA",36.7582345,-119.7731149,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+art.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/WinCo+grocery+store+chain.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+store.png
Indian store,,5206 E White Ave,Fresno,California,93727,United States,"5206 E White Ave, Fresno, CA 93727, USA",36.7510969,-119.717979,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+bags%2C+filled+kraft+bags%2C+food+bags%2C+grocery+shopping+bags.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/woman+looking+at+grocery+shelf%2C+she+is+comparing+prices%2C+interior+of+grocery+store%2C+bright+light%2C+warm%2C+daylight+(1).png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/a+variety+of+grocery+store+aisles.png
Bhogal Gursharan Grocery,,4193 E Illinois Ave,Fresno,California,93702,United States,"4193 E Illinois Ave, Fresno, CA 93702, USA",36.7453747,-119.7546513,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+clerk%2C+side+view.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/woman+shopping+in+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/as+interior+of+art+nouveau+grocery+store.png
Sher Punjab Music & Groceries,,3022 W Clinton Ave,Fresno,California,93722,United States,"3022 W Clinton Ave, Fresno, CA 93722, USA",36.7723259,-119.8448829,Grocery,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/a+1950s+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/in+a+grocery+store.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Grocery/grocery+collage+poster.png
Gobind Jewelers,(559) 275-2500,"3672 West Shaw Avenue, Fresno",Fresno,California,93711,United States,"3672 W Shaw Ave, Fresno, CA 93711, USA",36.8091042,-119.8594283,Jewelry,http://www.gobindjewelers.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Jewelry_/a+high+jewellery+ad+with+diamond+jewellery+no+humans+or+figures+in+the+image.+Halloween+jewellery+ad.+Photograph.+8k+real.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Jewelry_/image+of+jewellery+stand+on+dresser+with+elegant+luxury+background.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Jewelry_/small+diamond+ring+in+the+jewellery+box%2C+hyper-realistic+image.png
A Sky Threading,(559) 287-6205,"2729 West Clinton Avenue, Fresno",Fresno,California,93705,United States,"2729 W Clinton Ave, Fresno, CA 93705, USA",36.7717539,-119.8424467,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/elegant+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/this+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+Adult+woman+having+laser+hair+removal+in+professional+beauty+salon.png
Shivani's Beauty Space - Threading Lashes Facial Waxing,(559) 878-4282,"3071 West Shaw Avenue STE 105, Fresno",Fresno,California,93711,United States,"3071 W Shaw Ave STE 105, Fresno, CA 93711, USA",36.8073666,-119.846222,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+front+window+of+luxurious+light-brown+coloured+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+attractive+lady+enjoy+spa+salon+procedure.png
"KDS Beauty Salon, LLC",(559) 412-2207,"6554 East Woodward Avenue, Fresno",Fresno,California,93727,United States,"6554 E Woodward Ave, Fresno, CA 93727, USA",36.7238959,-119.6717153,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/beauty+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png
Bella Threading Salon & Spa,(559) 978-5453,"3627 West Shaw Avenue, Fresno",Fresno,California,93711,United States,"3627 W Shaw Ave, Fresno, CA 93711, USA",36.8067469,-119.8587933,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/elegant+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/this+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+Adult+woman+having+laser+hair+removal+in+professional+beauty+salon.png
Bombay Look Salon,(559) 277-1228,"5362 West Spruce Avenue, Fresno",Fresno,California,93722,United States,"5362 W Spruce Ave, Fresno, CA 93722, USA",36.8386348,-119.8892069,Hairstyle/Saloon,https://www.facebook.com/pages/Bombay-Look-Salon/100564996698715,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+front+window+of+luxurious+light-brown+coloured+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+attractive+lady+enjoy+spa+salon+procedure.png
Shubh Beauty,(559) 277-8888,"4080 West Shaw Avenue, Fresno",Fresno,California,93722,United States,"4080 W Shaw Ave, Fresno, CA 93722, USA",36.8108864,-119.8643442,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/Contemporary+stylish+salon.+Salon+decor+features+sleek+chairs%2C+mirrors%2C+and+vibrant+lighting.+%2C,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/hair+salon.png
Pam's Threading Salon,(559) 438-4000,"5780 North First Street #101, Fresno",Fresno,California,93710,United States,"5780 N First St #101, Fresno, CA 93710, USA",36.8226262,-119.7703772,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+front+window+of+luxurious+light-brown+coloured+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+attractive+lady+enjoy+spa+salon+procedure.png
Unisex Threading Salon & Spa,(559) 628-7381,"7767 North First Street, Fresno",Fresno,California,93720,United States,"7767 N First St, Fresno, CA 93720, USA",36.8514321,-119.7769292,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/Contemporary+stylish+salon.+Salon+decor+features+sleek+chairs%2C+mirrors%2C+and+vibrant+lighting.+%2C,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/hair+salon.png
Punjabi family salon,(909) 278-2685,"3759 West Shaw Avenue, Fresno",Fresno,California,93711,United States,"3759 W Shaw Ave, Fresno, CA 93711, USA",36.807573,-119.861778,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/elegant+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/this+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+Adult+woman+having+laser+hair+removal+in+professional+beauty+salon.png
Gorgeous Salon,(559) 720-3540,"4185 West Figarden Drive #103, Fresno",Fresno,California,93722,United States,"4185 W Figarden Dr #103, Fresno, CA 93722, USA",36.8290532,-119.8663455,Hairstyle/Saloon,http://gorgeoussalon.net/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/beauty+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png
Perfect Threading & Henna,(559) 431-0888,"1085 East Herndon Avenue STE 108, Fresno",Fresno,California,93720,United States,"1085 E Herndon Ave STE 108, Fresno, CA 93720, USA",36.8369278,-119.7705885,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/elegant+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/this+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+Adult+woman+having+laser+hair+removal+in+professional+beauty+salon.png
Jannat Threading Salon,(559) 728-2695,"3730 West Shields Avenue, Fresno",Fresno,California,93722,United States,"3730 W Shields Ave, Fresno, CA 93722, USA",36.7802332,-119.8597673,Hairstyle/Saloon,https://www.jannatthreadingsalon.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+front+window+of+luxurious+light-brown+coloured+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+attractive+lady+enjoy+spa+salon+procedure.png
Lucky family salon,(909) 278-2685,"3759 West Shaw Avenue, Fresno",Fresno,California,93711,United States,"3759 W Shaw Ave, Fresno, CA 93711, USA",36.807573,-119.861778,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/Beauty+salon%2C.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+front+window+of+luxurious+light-brown+coloured+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png
Em Lash Studio,(559) 455-0700,"5125 Cesar Chavez Boulevard, Fresno",Fresno,California,93727,United States,"5125 Cesar Chavez Blvd, Fresno, CA 93727, USA",36.7380475,-119.7216253,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/beauty+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png
sandsbeautystudio,(559) 570-5832,"6061 105 Cesar Chavez Blvd Ste 105, Fresno",Fresno,California,93727,United States,"6061 105 Cesar Chavez Blvd Ste 105, Fresno, CA 93727, USA",36.7358601,-119.6805604,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/elegant+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/this+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+Adult+woman+having+laser+hair+removal+in+professional+beauty+salon.png
Satvir kaur - Threading and eyebrows,(559) 567-5017,"4253 West Fremont Avenue, Fresno",Fresno,California,93722,United States,"4253 W Fremont Ave, Fresno, CA 93722, USA",36.8341617,-119.8682063,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+front+window+of+luxurious+light-brown+coloured+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+attractive+lady+enjoy+spa+salon+procedure.png
"PR Plumbing, Heating & Air Conditioning Inc.",(559) 244-0440,"1504 North Maple Avenue, Fresno",Fresno,California,93703,United States,"1504 N Maple Ave, Fresno, CA 93703, USA",36.7633562,-119.7449305,Plumber,https://www.prplumbingfresno.com/?utm_source=omg-gbp&utm_medium=webclick,https://apneyyimages.s3.eu-north-1.amazonaws.com/Plumber/Electric+Hot+Water+Brisbane+plumber+9_19.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Plumber/Electric+Hot+Water+Brisbane+plumber+9_19.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Plumber/Electric+Hot+Water+Brisbane+plumber+9_19.png
R&G Threading Bar,(559) 231-5650,"7795 North First Street, Fresno",Fresno,California,93720,United States,"7795 N First St, Fresno, CA 93720, USA",36.8517363,-119.7754733,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/beauty+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png
Mannat Beauty Salon,(559) 455-0700,"5125 Cesar Chavez Boulevard, Fresno",Fresno,California,93727,United States,"5125 Cesar Chavez Blvd, Fresno, CA 93727, USA",36.7381702,-119.7213751,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/Contemporary+stylish+salon.+Salon+decor+features+sleek+chairs%2C+mirrors%2C+and+vibrant+lighting.+%2C,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/hair+salon.png
Perfect Threading & Henna #4,(559) 302-9979,"4366 West Shaw Avenue, Fresno",Fresno,California,93722,United States,"4366 W Shaw Ave, Fresno, CA 93722, USA",36.8093393,-119.8705399,Hairstyle/Saloon,http://perfectthreadingandhenna.com/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/beauty+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png
Iknoor Threading Center,(559) 213-0684,"6525 North Riverside Drive #103, Fresno",Fresno,California,93722,United States,"6525 N Riverside Dr #103, Fresno, CA 93722, USA",36.8328861,-119.9085926,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/Contemporary+stylish+salon.+Salon+decor+features+sleek+chairs%2C+mirrors%2C+and+vibrant+lighting.+%2C,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/hair+salon.png
Pamâ€™s Threading and Henna Salon,(559) 515-6566,"4959 Cesar Chavez Boulevard, Fresno",Fresno,California,93727,United States,"4959 Cesar Chavez Blvd, Fresno, CA 93727, USA",36.7362352,-119.729302,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/elegant+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/this+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+Adult+woman+having+laser+hair+removal+in+professional+beauty+salon.png
Lucky Studio,(530) 845-0818,"3612 West Shaw Avenue, Fresno",Fresno,California,93711,United States,"3612 W Shaw Ave, Fresno, CA 93711, USA",36.8097861,-119.8584376,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+front+window+of+luxurious+light-brown+coloured+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+attractive+lady+enjoy+spa+salon+procedure.png
Hair Salon Eboneese Creations,(559) 442-8916,"1458 West Shaw Avenue, Fresno",Fresno,California,93711,United States,"1458 W Shaw Ave, Fresno, CA 93711, USA",36.8085566,-119.8187876,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/Beauty+salon%2C.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+front+window+of+luxurious+light-brown+coloured+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png
A-1 Eyebrow & Beauty Salon,(559) 276-5594,"2450 North Brawley Avenue #105, Fresno",Fresno,California,93722,United States,"2450 N Brawley Ave #105, Fresno, CA 93722, USA",36.773148,-119.861755,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/beauty+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png
S&S Beauty Studio,(559) 570-5832,"6061 Cesar Chavez Blvd Ste 105, Fresno",Fresno,California,93727,United States,"6061 Cesar Chavez Blvd Ste 105, Fresno, CA 93727, USA",36.7358601,-119.6805604,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/Contemporary+stylish+salon.+Salon+decor+features+sleek+chairs%2C+mirrors%2C+and+vibrant+lighting.+%2C,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/hair+salon.png
Shades of Beauty,(559) 457-9814,"2412 East Ashlan Avenue, Fresno",Fresno,California,93726,United States,"2412 E Ashlan Ave, Fresno, CA 93726, USA",36.7936324,-119.7823667,Hairstyle/Saloon,https://linktr.ee/sobtalent,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/elegant+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/this+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+Adult+woman+having+laser+hair+removal+in+professional+beauty+salon.png
Style & smile Beauty Salon,(559) 283-8579,"5627 E Cesar Chavez Blvd # 110, Fresno",Fresno,California,93727,United States,"5627 E Cesar Chavez Blvd # 110, Fresno, CA 93727, USA",36.7367865,-119.6984853,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+front+window+of+luxurious+light-brown+coloured+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+attractive+lady+enjoy+spa+salon+procedure.png
Lavish by kash,(559) 273-5222,"816 East Fern Avenue, Fresno",Fresno,California,93728,United States,"816 E Fern Ave, Fresno, CA 93728, USA",36.7586299,-119.8006768,Hairstyle/Saloon,,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/Beauty+salon%2C.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/image+of+front+window+of+luxurious+light-brown+coloured+hair+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png
Maida's Touch Salon,(559) 439-4621,"6051 North Palm Avenue, Fresno",Fresno,California,93704,United States,"6051 N Palm Ave, Fresno, CA 93704, USA",36.8239379,-119.8085884,Hairstyle/Saloon,https://www.facebook.com/Maidas-Touch-Salon-182254711530/,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/beauty+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/luxury+salon.png,https://apneyyimages.s3.eu-north-1.amazonaws.com/Salon_/gucci+fashion+shoot+of+indian+crorpoate+model+woman+with+beautiful+long+hair+posing+in+high+fashion+pose+getting+her+nails+done+at+a+background+of+modern+salon.png
